order_id,supplier_name,part_number,part_description,order_date,promised_date,actual_delivery_date,quantity,unit_price,po_amount
PO-2024-396,Precision Thermal Co,BRKT-1015,Heavy Mount - Galvanized,2024-11-16,2024-12-21,2024-12-19,269,18.83,5065.27
PO-2024-396,AeroFlow Systems,PANEL-8810,Powder Coated Panel,2024-11-19,2024-12-07,2024-12-09,229,234.33,53661.57
PO-2024-396,QuickFab Industries,MOTOR-6641,7.5HP Fan Motor,2024-11-22,2024-12-23,2024-12-22,131,795.49,104209.19
PO-2024-396,QuickFab Industries,FINS-7720,Aluminum Fins - Thin Wall,2024-11-25,2025-01-06,2025-01-22,689,9.01,6207.89
PO-2024-396,APEX MFG,BEARING-9910,Sealed Bearing Assembly,2024-11-28,2025-01-09,2025-01-08,282,76.85,21671.7
PO-2024-407,Apex Mfg,DAMPER-3305,"Pneumatic Damper 36""",2024-12-01,2024-12-28,2024-12-28,227,226.46,51406.42
PO-2024-407,TitanForge LLC,HX-5520,Aluminum Heat Exchanger - 60x36,2024-12-04,2025-01-06,2025-01-04,85,1074.75,91353.75
PO-2024-407,QuickFab Industries,FAN-2847,"24"" Axial Cooling Fan",2024-12-06,2025-01-12,2025-02-15,72,216.43,15582.96
PO-2024-407,APEX Manufacturing Inc,LOUVER-6601,"Aluminum Louver Panel 48""",2024-12-09,2024-12-29,2024-12-27,61,110.61,6747.21
PO-2024-407,Stellar Metalworks,FAN-2847,"24"" Axial Cooling Fan",2024-12-12,2025-01-25,2025-01-24,58,244.13,14159.54
PO-2024-407,Stellar Metalworks,HX-5520,Aluminum Heat Exchanger - 60x36,2024-12-15,2025-01-05,2025-01-04,125,1151.24,143905.0
PO-2024-407,Precision Thermal Co,CTRL-9995,VFD Controller 10HP,2024-12-18,2025-01-22,2025-01-22,121,859.66,104018.86
PO-2024-407,AeroFlow Systems,SHAFT-2205,Drive Shaft - Hardened Steel,2024-12-21,2025-01-13,2025-01-12,172,39.09,6723.48
PO-2024-407,Apex Mfg,MOTOR-6634,3HP Fan Motor Assembly,2024-12-24,2025-02-06,2025-02-05,114,431.22,49159.08
PO-2024-407,Stellar Metalworks,HX-5520,Aluminum Heat Exchanger - 60x36,2024-12-27,2025-01-15,2025-01-13,25,1055.23,26380.75
PO-2024-407,TitanForge LLC,DAMPER-3305,"Pneumatic Damper 36""",2024-12-30,2025-01-22,2025-01-20,208,229.32,47698.56
PO-2025-417,APEX Manufacturing Inc,SENSOR-4420,Flow Sensor - Digital,2025-01-02,2025-01-19,2025-01-19,132,36.62,4833.84
PO-2025-417,Stellar Metalworks,BRKT-1010,Adjustable Mount Bracket,2025-01-05,2025-01-29,2025-01-27,147,16.53,2429.91
PO-2025-417,Precision Thermal Co,FILTER-5505,Carbon Air Filter,2025-01-08,2025-02-19,2025-02-18,190,55.72,10586.8
PO-2025-417,QuickFab Industries,HX-5515,Copper Heat Exchanger Coil,2025-01-11,2025-02-19,2025-02-18,116,1888.28,219040.48
PO-2025-417,AeroFlow Systems,BEARING-9905,Heavy Duty Bearing Set,2025-01-13,2025-02-19,2025-02-17,258,90.2,23271.6
PO-2025-417,AeroFlow Systems,FILTER-5510,HEPA Filter - Industrial,2025-01-16,2025-02-06,2025-02-04,236,67.25,15871.0
PO-2025-417,APEX MFG,HX-5525,Copper Heat Exchanger - Custom,2025-01-19,2025-03-04,2025-03-10,99,1998.69,197870.31
PO-2025-417,Stellar Metalworks,MOTOR-6634,3HP Fan Motor Assembly,2025-01-22,2025-02-25,2025-02-23,131,459.0,60129.0
PO-2025-417,APEX Manufacturing Inc,DAMPER-3310,"Electric Damper 48""",2025-01-25,2025-03-09,2025-03-09,84,281.73,23665.32
PO-2025-417,APEX MFG,BRKT-1020,Vibration Isolator Mount,2025-01-28,2025-02-17,2025-02-16,329,26.32,8659.28
PO-2025-417,Precision Thermal Co,HX-5525,Copper Heat Exchanger - Custom,2025-01-31,2025-03-08,2025-03-06,266,2009.84,534617.44
PO-2025-428,TitanForge LLC,FILTER-5501,Air Filter - HEPA Grade,2025-02-03,2025-03-20,2025-03-19,58,62.78,3641.24
PO-2025-428,AeroFlow Systems,FINS-7715,Copper Fins for Heat Exchanger,2025-02-06,2025-02-26,2025-03-03,1142,14.11,16113.62
PO-2025-428,APEX MFG,BEARING-9915,Pillow Block Bearing,2025-02-09,2025-03-08,2025-03-07,17,99.11,1684.87
PO-2025-428,QuickFab Industries,FINS-7725,Heat Exchanger Fins,2025-02-12,2025-03-28,2025-04-26,717,9.92,7112.64
PO-2025-428,Apex Manufacturing Inc,PANEL-8810,Powder Coated Panel,2025-02-15,2025-03-24,2025-03-24,258,220.43,56870.94
PO-2025-428,APEX Manufacturing Inc,HX-5525,Copper Heat Exchanger - Custom,2025-02-18,2025-03-06,2025-03-09,259,2049.67,530864.53
PO-2025-428,Apex Manufacturing Inc,HX-5540,Aluminum Heat Exchanger,2025-02-20,2025-03-16,2025-03-16,221,1441.24,318514.04
PO-2025-428,Apex Mfg,DAMPER-3301,"Motorized Air Damper 24""",2025-02-23,2025-03-12,2025-03-12,263,189.91,49946.33
PO-2025-428,Stellar Metalworks,PANEL-8815,Aluminum Control Panel,2025-02-26,2025-03-31,2025-03-31,26,263.84,6859.84
PO-2025-438,APEX Manufacturing Inc,CTRL-9990,Master Control Board,2025-03-01,2025-03-29,2025-03-27,77,634.86,48884.22
PO-2025-438,Precision Thermal Co,CTRL-9985,PLC Control Module,2025-03-04,2025-04-14,2025-04-14,72,414.59,29850.48
PO-2025-438,Apex Mfg,PANEL-8805,Electrical Panel - Stainless,2025-03-07,2025-04-21,2025-04-20,211,282.79,59668.69
PO-2025-438,QuickFab Industries,BRKT-1010,Adjustable Mount Bracket,2025-03-10,2025-03-31,2025-04-23,344,16.32,5614.08
PO-2025-438,Stellar Metalworks,HX-5535,Copper Coil Heat Exchanger,2025-03-13,2025-04-16,2025-04-22,250,2465.88,616470.0
PO-2025-438,TitanForge LLC,FINS-7725,Heat Exchanger Fins,2025-03-16,2025-04-29,2025-04-27,664,9.67,6420.88
PO-2025-438,APEX MFG,BRKT-1015,Heavy Mount - Galvanized,2025-03-19,2025-04-15,2025-04-13,534,19.1,10199.4
PO-2025-438,QuickFab Industries,SENSOR-4405,Temperature Sensor Probe,2025-03-22,2025-04-09,2025-05-12,292,21.38,6242.96
PO-2025-438,APEX Manufacturing Inc,SHAFT-2210,Stainless Drive Shaft,2025-03-25,2025-05-07,2025-05-05,248,47.56,11794.88
PO-2025-438,Precision Thermal Co,BRKT-1005,Heavy Duty Mount - Aluminum,2025-03-27,2025-05-04,2025-05-02,589,18.9,11132.1
PO-2025-438,Precision Thermal Co,CTRL-9998,Touch Screen Controller,2025-03-30,2025-04-18,2025-04-18,68,1186.69,80694.92
PO-2025-448,APEX Manufacturing Inc,FAN-2860,"36"" Axial Cooling Fan",2025-04-02,2025-04-30,2025-04-30,94,429.17,40341.98
PO-2025-448,AeroFlow Systems,PANEL-8810,Powder Coated Panel,2025-04-05,2025-05-09,2025-05-08,27,214.41,5789.07
PO-2025-448,APEX MFG,FAN-2860,"36"" Axial Cooling Fan",2025-04-08,2025-05-23,2025-05-21,43,440.83,18955.69
PO-2025-448,APEX Manufacturing Inc,LOUVER-6615,"Weather Louver 72""",2025-04-11,2025-05-26,2025-05-30,88,222.94,19618.72
PO-2025-448,AeroFlow Systems,FILTER-5510,HEPA Filter - Industrial,2025-04-14,2025-05-08,2025-05-06,38,65.36,2483.68
PO-2025-448,QuickFab Industries,MOTOR-6641,7.5HP Fan Motor,2025-04-17,2025-05-05,2025-05-20,61,814.91,49709.51
PO-2025-448,Apex Manufacturing Inc,FILTER-5510,HEPA Filter - Industrial,2025-04-20,2025-06-01,2025-05-30,157,65.55,10291.35
PO-2025-448,Stellar Metalworks,CTRL-9985,PLC Control Module,2025-04-23,2025-05-28,2025-05-28,300,412.51,123753.0
PO-2025-448,APEX MFG,FILTER-5505,Carbon Air Filter,2025-04-26,2025-06-07,2025-06-06,241,68.63,16539.83
PO-2025-448,QuickFab Industries,SENSOR-4420,Flow Sensor - Digital,2025-04-29,2025-05-29,2025-06-21,112,37.44,4193.28
PO-2025-459,Apex Mfg,BRKT-1001,Mounting Bracket - Steel,2025-05-02,2025-05-19,2025-05-18,160,11.8,1888.0
PO-2025-459,APEX Manufacturing Inc,HX-5525,Copper Heat Exchanger - Custom,2025-05-04,2025-05-19,2025-05-18,250,2036.7,509175.0
PO-2025-459,APEX MFG,SHAFT-2208,SS316 Drive Shaft,2025-05-07,2025-06-14,2025-06-12,414,54.58,22596.12
PO-2025-459,Apex Mfg,MOTOR-6634,3HP Fan Motor Assembly,2025-05-10,2025-06-06,2025-06-05,57,428.31,24413.67
PO-2025-459,APEX MFG,FAN-2850,"30"" Axial Cooling Fan",2025-05-13,2025-06-27,2025-06-26,146,312.54,45630.84
PO-2025-459,QuickFab Industries,SENSOR-4410,Humidity Sensor Module,2025-05-16,2025-06-14,2025-06-14,179,34.44,6164.76
PO-2025-459,Apex Manufacturing Inc,HX-5512,Aluminum Heat Exchanger - 48x24,2025-05-19,2025-06-17,2025-06-16,15,916.52,13747.8
PO-2025-459,Apex Manufacturing Inc,DAMPER-3301,"Motorized Air Damper 24""",2025-05-22,2025-06-13,2025-06-11,21,194.62,4087.02
PO-2025-459,APEX Manufacturing Inc,PANEL-8805,Electrical Panel - Stainless,2025-05-25,2025-06-24,2025-06-23,118,277.81,32781.58
PO-2025-459,QuickFab Industries,FAN-2855,"28"" Axial Fan - High CFM",2025-05-28,2025-06-18,2025-06-24,61,347.13,21174.93
PO-2025-459,APEX MFG,BEARING-9910,Sealed Bearing Assembly,2025-05-31,2025-06-27,2025-06-25,163,86.13,14039.19
PO-2025-469,Apex Mfg,CTRL-9998,Touch Screen Controller,2025-06-03,2025-07-18,2025-07-25,29,1223.15,35471.35
PO-2025-469,Precision Thermal Co,SENSOR-4415,Pressure Transducer,2025-06-06,2025-06-29,2025-06-28,179,73.43,13143.97
PO-2025-469,Stellar Metalworks,HX-5520,Aluminum Heat Exchanger - 60x36,2025-06-09,2025-07-15,2025-07-14,138,1110.26,153215.88
PO-2025-469,AeroFlow Systems,FINS-7725,Heat Exchanger Fins,2025-06-11,2025-07-24,2025-07-24,1070,9.77,10453.9
PO-2025-469,Apex Manufacturing Inc,CTRL-9990,Master Control Board,2025-06-14,2025-07-17,2025-07-15,243,653.87,158890.41
PO-2025-469,Precision Thermal Co,CTRL-9990,Master Control Board,2025-06-17,2025-07-03,2025-07-04,158,634.53,100255.74
PO-2025-469,AeroFlow Systems,DAMPER-3305,"Pneumatic Damper 36""",2025-06-20,2025-07-09,2025-07-12,138,240.11,33135.18
PO-2025-469,APEX Manufacturing Inc,DAMPER-3310,"Electric Damper 48""",2025-06-23,2025-07-11,2025-07-11,125,280.18,35022.5
PO-2025-469,Apex Manufacturing Inc,BRKT-1015,Heavy Mount - Galvanized,2025-06-26,2025-08-03,2025-08-06,163,24.11,3929.93
PO-2025-469,Apex Mfg,FINS-7725,Heat Exchanger Fins,2025-06-29,2025-07-16,2025-07-16,688,9.46,6508.48
PO-2025-480,TitanForge LLC,SHAFT-2210,Stainless Drive Shaft,2025-07-02,2025-07-26,2025-07-26,283,48.77,13801.91
PO-2025-480,APEX MFG,CTRL-9998,Touch Screen Controller,2025-07-05,2025-07-26,2025-07-24,69,1215.0,83835.0
PO-2025-480,APEX Manufacturing Inc,HX-5515,Copper Heat Exchanger Coil,2025-07-08,2025-08-01,2025-07-31,191,2439.39,465923.49
PO-2025-480,AeroFlow Systems,PANEL-8805,Electrical Panel - Stainless,2025-07-11,2025-08-14,2025-08-12,31,268.94,8337.14
PO-2025-480,Apex Mfg,HX-5540,Aluminum Heat Exchanger,2025-07-14,2025-08-22,2025-08-21,112,1446.89,162051.68
PO-2025-480,Apex Manufacturing Inc,SHAFT-2210,Stainless Drive Shaft,2025-07-17,2025-08-27,2025-08-25,484,46.1,22312.4
PO-2025-480,QuickFab Industries,FINS-7725,Heat Exchanger Fins,2025-07-19,2025-08-06,2025-08-04,777,9.57,7435.89
PO-2025-480,Apex Mfg,LOUVER-6601,"Aluminum Louver Panel 48""",2025-07-22,2025-08-17,2025-08-15,227,108.94,24729.38
PO-2025-480,APEX Manufacturing Inc,BRKT-1015,Heavy Mount - Galvanized,2025-07-25,2025-09-03,2025-09-01,174,22.17,3857.58
PO-2025-480,QuickFab Industries,HX-5540,Aluminum Heat Exchanger,2025-07-28,2025-08-17,2025-09-10,154,1422.9,219126.6
PO-2025-480,Apex Mfg,BRKT-1015,Heavy Mount - Galvanized,2025-07-31,2025-08-28,2025-08-26,167,24.37,4069.79
PO-2025-490,APEX Manufacturing Inc,MOTOR-6634,3HP Fan Motor Assembly,2025-08-03,2025-09-03,2025-09-02,131,451.9,59198.9
PO-2025-490,AeroFlow Systems,DAMPER-3305,"Pneumatic Damper 36""",2025-08-06,2025-09-19,2025-09-18,94,225.06,21155.64
PO-2025-490,APEX MFG,HX-5535,Copper Coil Heat Exchanger,2025-08-09,2025-08-29,2025-09-05,184,2473.74,455168.16
PO-2025-490,APEX MFG,HX-5530,Heat Exchanger - Heavy Duty,2025-08-12,2025-09-26,2025-09-24,155,1862.99,288763.45
PO-2025-490,AeroFlow Systems,DAMPER-3301,"Motorized Air Damper 24""",2025-08-15,2025-09-03,2025-09-02,39,192.13,7493.07
PO-2025-490,TitanForge LLC,BEARING-9910,Sealed Bearing Assembly,2025-08-18,2025-09-18,2025-09-21,32,78.74,2519.68
PO-2025-490,TitanForge LLC,BRKT-1020,Vibration Isolator Mount,2025-08-21,2025-09-06,2025-09-06,531,26.82,14241.42
PO-2025-490,Apex Manufacturing Inc,HX-5520,Aluminum Heat Exchanger - 60x36,2025-08-24,2025-10-04,2025-10-03,198,1083.23,214479.54
PO-2025-490,TitanForge LLC,PANEL-8815,Aluminum Control Panel,2025-08-26,2025-10-08,2025-10-06,217,262.08,56871.36
PO-2025-490,Stellar Metalworks,FINS-7712,Heat Exchanger Fins - Aluminum,2025-08-29,2025-09-21,2025-09-19,1076,9.42,10135.92
PO-2025-501,Stellar Metalworks,BEARING-9910,Sealed Bearing Assembly,2025-09-01,2025-10-15,,131,86.39,11317.09
PO-2025-501,AeroFlow Systems,HX-5512,Aluminum Heat Exchanger - 48x24,2025-09-04,2025-09-21,2025-09-27,217,918.82,199383.94
PO-2025-501,APEX MFG,SHAFT-2205,Drive Shaft - Hardened Steel,2025-09-07,2025-10-01,2025-10-01,463,39.23,18163.49
PO-2025-501,QuickFab Industries,HX-5535,Copper Coil Heat Exchanger,2025-09-10,2025-10-07,,273,2464.61,672838.53
PO-2025-501,TitanForge LLC,HX-5540,Aluminum Heat Exchanger,2025-09-13,2025-10-27,,94,1422.86,133748.84
PO-2025-501,APEX MFG,FINS-7712,Heat Exchanger Fins - Aluminum,2025-09-16,2025-10-26,,885,8.6,7611.0
PO-2025-501,Precision Thermal Co,MOTOR-6634,3HP Fan Motor Assembly,2025-09-19,2025-10-26,,78,463.12,36123.36
PO-2025-501,QuickFab Industries,SHAFT-2201,Motor Drive Shaft - SS304,2025-09-22,2025-10-20,,279,31.52,8794.08
PO-2025-501,APEX Manufacturing Inc,PANEL-8810,Powder Coated Panel,2025-09-25,2025-10-27,,182,232.6,42333.2
PO-2025-501,Apex Manufacturing Inc,DAMPER-3301,"Motorized Air Damper 24""",2025-09-28,2025-11-04,,291,166.66,48498.06
